59623	44
0	ROOT
1	nsubj
2	det
3	amod
4	prep
5	pobj
6	advmod
7	xcomp
8	dobj
9	rcmod
10	nsubjpass
11	auxpass
12	poss
13	dep
14	mark
15	nn
16	ccomp
17	appos
18	cop
19	cc
20	conj
21	aux
22	neg
23	prt
24	vmod
25	discourse
26	expl
27	tmod
28	advcl
29	pcomp
30	num
31	npadvmod
32	parataxis
33	possessive
34	csubj
35	iobj
36	predet
37	acomp
38	preconj
39	number
40	quantmod
41	mwe
42	csubjpass
43	punct
227	anything	12972
228	against	12937
229	felt	12814
230	world	12702
231	'd	12688
232	does	12511
233	far	12471
234	course	12462
235	poor	12414
236	work	12347
237	lady	12320
238	gave	12283
239	name	12265
240	few	12229
241	're	12175
242	morning	12028
243	each	12009
244	boy	11778
245	years	11760
246	answered	11742
247	looking	11586
248	next	11529
249	sure	11498
250	tom	11484
251	ca	11452
252	friend	11410
253	between	11330
254	gone	11330
255	white	11224
256	says	11198
257	called	11078
258	both	11043
259	herself	11037
260	sat	10988
261	perhaps	10986
262	almost	10965
263	words	10787
264	rather	10706
265	round	10686
266	word	10477
267	light	10423
268	part	10409
269	until	10349
270	-rsb-	10218
271	-lsb-	10119
272	set	10061
273	end	10027
274	returned	9998
275	hear	9993
276	money	9947
277	however	9813
278	mean	9787
279	days	9765
280	indeed	9718
281	god	9569
282	half	9548
283	together	9543
284	behind	9524
285	matter	9521
286	keep	9496
287	brought	9394
288	kind	9382
289	whole	9352
290	feet	9336
291	mr	9331
292	also	9291
293	water	9287
294	since	9287
295	best	9273
296	believe	9201
297	passed	9166
298	along	9144
299	among	9104
300	nor	9083
301	alone	9058
302	till	9025
303	having	8945
304	p.	8926
305	de	8900
306	wife	8886
307	child	8882
308	air	8818
309	hope	8778
310	help	8751
311	lay	8739
312	really	8722
313	whom	8645
314	country	8581
315	wish	8538
316	open	8537
317	thou	8501
318	black	8483
319	leave	8461
320	speak	8435
321	coming	8422
322	small	8360
323	near	8221
324	suddenly	8171
325	taken	8097
326	death	8097
327	lord	8069
328	full	8067
329	talk	7901
330	dead	7892
331	fell	7880
332	wo	7857
333	suppose	7854
334	_	7836
335	feel	7737
336	ask	7699
337	hour	7573
338	toward	7540
339	footnote	7519
340	everything	7513
341	call	7513
342	business	7417
343	lost	7417
344	son	7400
345	john	7332
346	true	7281
347	others	7275
348	big	7272
349	children	7258
350	spoke	7253
351	evening	7238
352	hard	7232
353	around	7210
354	less	7200
355	least	7195
356	fire	7179
357	else	7062
358	answer	7056
359	held	7036
360	care	7035
361	women	7025
362	pretty	7018
363	already	6973
364	bed	6950
365	captain	6924
366	high	6875
367	within	6864
368	used	6859
369	friends	6850
370	rest	6826
371	wanted	6811
372	understand	6795
373	read	6765
374	sort	6755
375	exclaimed	6748
376	chapter	6688
377	strange	6682
378	times	6680
379	above	6676
380	dark	6671
381	rose	6670
382	table	6644
383	master	6628
384	across	6591
385	brother	6574
386	hundred	6571
387	gentleman	6555
388	towards	6523
389	remember	6493
390	arms	6464
391	kept	6429
392	often	6415
393	four	6401
394	became	6391
395	themselves	6390
396	followed	6386
397	close	6382
398	need	6357
399	town	6345
400	large	6304
401	thus	6292
402	turn	6279
403	red	6269
404	fellow	6238
405	live	6176
406	laughed	6173
407	given	6173
408	yourself	6150
409	ground	6110
410	ye	6101
411	window	6098
412	five	6093
413	ran	6078
414	body	6065
415	opened	6057
416	use	6047
417	o	6026
418	fact	6023
419	street	6014
420	road	6008
421	question	6005
422	sight	5999
423	short	5996
424	walked	5991
425	certain	5991
426	ready	5990
427	sent	5976
428	afraid	5969
429	happy	5923
430	tried	5906
431	second	5903
432	whether	5900
433	bad	5900
434	horse	5899
435	idea	5898
436	fear	5869
437	mine	5863
438	glad	5829
439	case	5816
440	beautiful	5816
441	added	5806
442	met	5798
443	point	5796
444	present	5792
445	year	5788
446	manner	5787
447	hair	5766
448	appeared	5746
449	either	5737
450	husband	5732
451	silence	5728
452	sometimes	5681
453	story	5676
454	doubt	5671
455	doctor	5658
456	city	5651
457	known	5647
458	ten	5640
459	stopped	5609
460	hold	5602
461	continued	5600
462	reason	5592
463	sound	5574
464	whose	5570
465	making	5557
466	arm	5557
467	person	5551
468	strong	5540
469	reached	5539
470	show	5522
471	try	5517
472	land	5498
473	ought	5488
474	several	5474
475	letter	5431
476	run	5427
477	fine	5421
478	certainly	5420
479	none	5417
480	cold	5400
481	family	5394
482	longer	5381
483	low	5380
484	forward	5363
485	return	5319
486	thee	5294
487	daughter	5248
488	entered	5243
489	bring	5242
490	slowly	5217
491	drew	5216
492	itself	5209
493	means	5201
494	prince	5173
495	i.	5160
496	truth	5153
497	happened	5144
498	doing	5129
499	eye	5115
500	nature	5111
501	taking	5019
502	sea	5011
503	smile	4986
504	thousand	4979
505	sister	4960
506	minutes	4955
507	wonder	4921
508	trouble	4917
509	please	4906
510	power	4901
511	saying	4896
512	beyond	4873
513	feeling	4855
514	thinking	4803
515	river	4795
516	chance	4789
517	lips	4771
518	hours	4763
519	stay	4746
520	soul	4739
521	general	4731
522	different	4723
523	wait	4720
524	earth	4713
525	possible	4711
526	during	4708
527	stand	4683
528	state	4674
529	sleep	4665
530	late	4650
531	seems	4649
532	sun	4646
533	clear	4645
534	seem	4644
535	caught	4643
536	deep	4622
537	beside	4617
538	meet	4615
539	sense	4602
540	become	4599
541	neither	4587
542	later	4575
543	past	4559
544	front	4555
545	getting	4554
546	order	4552
547	started	4533
548	change	4533
549	able	4512
550	struck	4486
551	thy	4484
552	walk	4478
553	fair	4472
554	aunt	4448
555	wind	4420
556	chair	4417
557	m.	4409
558	carried	4393
559	play	4355
560	real	4340
561	laid	4336
562	lived	4334
563	ah	4318
564	anne	4315
565	human	4294
566	cut	4294
567	company	4280
568	led	4279
569	book	4278
570	interest	4274
571	boys	4268
572	shook	4260
573	uncle	4242
574	tone	4226
575	standing	4222
576	knows	4211
577	six	4208
578	thank	4199
579	wall	4187
580	silent	4179
581	nearly	4173
582	ago	4170
583	presently	4161
584	married	4149
585	deal	4132
586	hardly	4131
587	grew	4130
588	church	4118
589	comes	4110
590	bear	4101
591	remained	4093
592	foot	4093
593	wrong	4077
594	ai	4066
595	gold	4056
596	quickly	4053
597	bit	4044
598	week	4037
599	blue	4036
600	pay	4031
601	turning	4027
602	'em	4027
603	mouth	4026
604	blood	4009
605	c.	4001
606	floor	3986
607	minute	3984
608	trees	3983
609	quiet	3982
610	therefore	3973
611	moved	3971
612	except	3970
613	green	3964
614	wild	3962
615	stop	3957
616	die	3953
617	talking	3952
618	early	3924
619	free	3922
620	heavy	3900
621	corner	3881
622	dinner	3876
623	save	3869
624	straight	3840
625	laugh	3836
626	l.	3830
627	mrs	3812
628	fall	3804
629	george	3802
630	war	3799
631	waiting	3787
632	easy	3780
633	sitting	3771
634	sit	3759
635	paper	3741
636	instant	3731
637	sorry	3721
638	pleasure	3717
639	subject	3716
640	died	3713
641	meant	3698
642	ship	3667
643	miles	3666
644	boat	3659
645	tree	3655
646	party	3654
647	cry	3650
648	tears	3647
649	line	3636
650	afternoon	3626
651	broke	3624
652	showed	3619
653	received	3616
654	girls	3612
655	pass	3609
656	english	3584
657	living	3572
658	figure	3570
659	princess	3566
660	further	3558
661	attention	3546
662	repeated	3544
663	below	3542
664	loved	3536
665	forth	3536
666	whatever	3535
667	raised	3528
668	age	3528
669	outside	3525
670	hat	3510
671	position	3504
672	smiled	3500
673	immediately	3499
674	form	3494
675	filled	3492
676	besides	3488
677	distance	3485
678	account	3483
679	paul	3480
680	trying	3472
681	garden	3467
682	sudden	3459
683	youth	3456
684	secret	3451
685	spirit	3443
686	thoughts	3441
687	dropped	3437
688	eat	3430
689	heaven	3430
690	nobody	3429
691	seeing	3423
692	observed	3415
693	note	3414
694	surprise	3407
695	watch	3397
696	length	3396
697	closed	3396
698	london	3389
699	broken	3389
700	makes	3373
701	horses	3370
702	^	3369
703	send	3359
704	hall	3355
705	breath	3341
706	fight	3339
707	top	3337
708	queen	3322
709	art	3309
710	twenty	3306
711	fast	3305
712	usual	3302
713	expression	3287
714	guess	3271
715	number	3247
716	character	3231
717	billy	3227
718	threw	3222
719	rich	3212
720	worse	3202
721	strength	3198
722	instead	3196
723	law	3192
724	stone	3189
725	whispered	3187
726	glass	3181
727	worth	3179
728	view	3177
729	follow	3175
730	forget	3174
731	shoulder	3157
732	inquired	3149
733	england	3141
734	cause	3139
735	o'clock	3134
736	steps	3133
737	direction	3131
738	marry	3129
739	common	3128
740	peter	3121
741	dog	3118
742	knight	3118
743	bright	3112
744	watched	3111
745	glance	3094
746	jane	3090
747	probably	3085
748	quick	3080
749	beginning	3073
750	months	3066
751	wished	3053
752	peace	3050
753	waited	3048
754	reply	3037
755	step	3035
756	joy	3030
757	learned	3029
758	presence	3023
759	speaking	3017
760	shut	3012
761	dick	3004
762	madame	3002
763	changed	2994
764	exactly	2990
765	scarcely	2983
766	sweet	2980
767	ill	2973
768	expected	2972
769	necessary	2964
770	following	2963
771	purpose	2950
772	dress	2947
773	natural	2944
774	clothes	2943
775	drink	2940
776	court	2939
777	appearance	2937
778	conversation	2923
779	mary	2918
780	office	2917
781	beneath	2915
782	terrible	2907
783	talked	2898
784	effect	2895
785	forest	2893
786	impossible	2887
787	creature	2884
788	public	2877
789	carry	2871
790	beauty	2869
791	surely	2869
792	looks	2867
793	write	2865
794	plain	2863
795	everybody	2863
796	pale	2862
797	stranger	2862
798	wonderful	2861
799	brown	2855
800	news	2852
801	act	2847
802	desire	2845
803	escape	2844
804	simply	2842
805	tired	2841
806	piece	2836
807	game	2834
808	wood	2833
809	hill	2831
810	running	2830
811	to-morrow	2829
812	force	2825
813	third	2822
814	school	2820
815	village	2815
816	journey	2808
817	pleased	2804
818	shot	2795
819	begin	2792
820	placed	2791
821	ladies	2791
822	perfectly	2772
823	st.	2765
824	darkness	2759
825	danger	2758
826	although	2757
827	easily	2756
828	ears	2756
829	opinion	2754
830	lot	2751
831	single	2751
832	start	2748
833	arrived	2741
834	neck	2731
835	sky	2729
836	south	2714
837	nice	2714
838	yours	2712
839	pocket	2700
840	shoulders	2696
841	object	2690
842	leaving	2689
843	afterwards	2686
844	dare	2684
845	goes	2683
846	safe	2682
847	books	2680
848	surprised	2677
849	hot	2676
850	companion	2676
851	paid	2675
852	killed	2670
853	visit	2665
854	to-day	2656
855	chief	2651
856	history	2648
857	lie	2638
858	fool	2632
859	pleasant	2628
860	susan	2627
861	fingers	2627
862	box	2622
863	finished	2618
864	scene	2613
865	jack	2612
866	seven	2608
867	covered	2605
868	trust	2604
869	move	2602
870	hurt	2602
871	dollars	2599
872	finally	2595
873	laughing	2594
874	gentlemen	2593
875	gate	2591
876	lying	2588
877	picture	2581
878	declared	2578
879	sharp	2576
880	service	2573
881	french	2572
882	merely	2569
883	fresh	2565
884	dream	2563
885	inside	2563
886	expect	2561
887	touch	2561
888	curious	2556
889	listened	2551
890	unless	2551
891	angry	2549
892	listen	2547
893	crowd	2546
894	break	2544
895	kill	2541
896	summer	2540
897	forgotten	2538
898	remarked	2529
899	north	2520
900	*	2517
901	promise	2513
902	spot	2513
903	discovered	2511
904	explained	2508
905	marriage	2506
906	bank	2500
907	food	2498
908	warm	2494
909	wide	2492
910	spring	2492
911	alice	2492
912	soft	2489
913	seat	2483
914	learn	2482
915	path	2472
916	lives	2467
917	battle	2450
918	tall	2447
919	anybody	2446
920	notice	2443
921	likely	2442
922	quietly	2442
923	tarzan	2438
924	liked	2433
925	decided	2424
926	castle	2414
927	yellow	2409
928	born	2404
929	letters	2403
930	hung	2403
931	society	2403
932	train	2400
933	duty	2396
934	smiling	2396
935	knowledge	2396
936	touched	2394
937	understood	2394
938	sick	2389
939	sake	2382
940	holding	2382
941	palace	2380
942	demanded	2378
943	particular	2377
944	giving	2377
945	simple	2376
946	fancy	2375
947	count	2374
948	bound	2374
949	entirely	2373
950	spoken	2369
951	dorothy	2367
952	breakfast	2366
953	shouted	2357
954	watching	2352
955	sign	2352
956	legs	2351
957	evidently	2348
958	grave	2344
959	happiness	2339
960	honour	2327
961	latter	2327
962	fixed	2326
963	fortune	2323
964	fallen	2322
965	walking	2319
966	mighty	2317
967	remembered	2312
968	written	2310
969	henry	2310
970	places	2309
971	reach	2307
972	experience	2303
973	moon	2302
974	somewhat	2298
975	lose	2296
976	winter	2296
977	greater	2295
978	passing	2291
979	circumstances	2289
980	devil	2286
981	occasion	2285
982	perfect	2284
983	asleep	2282
984	paused	2278
985	speech	2276
986	noticed	2275
987	professor	2265
988	evil	2265
989	judge	2262
990	pray	2262
991	middle	2260
992	rode	2251
993	noise	2250
994	east	2244
995	burst	2243
996	opposite	2236
997	frightened	2236
998	lifted	2230
999	pity	2228
1000	alive	2227
1001	future	2224
1002	situation	2223
1003	faces	2221
1004	island	2218
1005	bent	2217
1006	coat	2214
1007	cast	2214
1008	dressed	2211
1009	suggested	2209
1010	music	2208
1011	houses	2206
1012	fifty	2205
1013	promised	2203
1014	proud	2202
1015	majesty	2202
1016	baby	2201
1017	edge	2195
1018	mad	2194
1019	pulled	2191
1020	wore	2189
1021	bridge	2188
1022	flowers	2184
1023	sam	2183
1024	eight	2180
1025	lad	2178
1026	mere	2178
1027	happen	2178
1028	serious	2177
1029	offered	2173
1030	determined	2170
1031	heads	2167
1032	telling	2165
1033	west	2164
1034	knowing	2163
1035	walls	2163
1036	colonel	2162
1037	teeth	2162
1038	passage	2158
1039	believed	2157
1040	silver	2153
1041	pain	2150
1042	anxious	2149
1043	ways	2147
1044	board	2145
1045	instantly	2142
1046	worked	2141
1047	race	2138
1048	blow	2135
1049	settled	2132
1050	carefully	2130
1051	bird	2129
1052	to-night	2124
1053	servant	2120
1054	difficult	2119
1055	murmured	2117
1056	carriage	2113
1057	ring	2111
1058	empty	2109
1059	bottom	2108
1060	sad	2108
1061	monsieur	2108
1062	field	2107
1063	rock	2107
1064	shadow	2107
1065	nearer	2102
1066	ear	2101
1067	glanced	2092
1068	stared	2091
1069	drawn	2090
1070	hotel	2087
1071	private	2085
1072	sword	2084
1073	wants	2083
1074	ahead	2082
1075	courage	2079
1076	memory	2079
1077	spent	2079
1078	rising	2078
1079	leaves	2077
1080	effort	2075
1081	success	2072
1082	supper	2071
1083	dr.	2069
1084	weeks	2069
1085	handsome	2068
1086	remain	2066
1087	golden	2063
1088	questions	2063
1089	aside	2062
1090	army	2061
1091	plan	2059
1092	awful	2056
1093	ones	2053
1094	respect	2051
1095	snow	2048
1096	sprang	2046
1097	gray	2044
1098	bill	2044
1099	wrote	2044
1100	fate	2040
1101	twice	2038
1102	emperor	2035
1103	stepped	2031
1104	dry	2031
1105	played	2029
1106	lovely	2029
1107	thick	2025
1108	former	2022
1109	beat	2021
1110	thin	2020
1111	jim	2020
1112	gently	2020
1113	nose	2019
1114	enemy	2018
1115	american	2017
1116	drive	2016
1117	shore	2014
1118	pride	2010
1119	seized	2009
1120	honest	2009
1121	pointed	2008
1122	ride	2007
1123	kitchen	2007
1124	dreadful	2007
1125	streets	2002
1126	catch	1999
1127	considered	1998
1128	cross	1996
1129	somebody	1995
1130	feelings	1995
1131	prepared	1991
1132	imagine	1991
1133	softly	1986
1134	rain	1984
1135	faint	1982
1136	paris	1979
1137	knees	1978
1138	mark	1978
1139	twelve	1977
1140	supposed	1976
1141	comfort	1974
1142	brave	1972
1143	important	1971
1144	difficulty	1971
1145	lead	1969
1146	ourselves	1966
1147	camp	1964
1148	yesterday	1956
1149	valley	1956
1150	vain	1954
1151	fanny	1954
1152	loud	1950
1153	terror	1948
1154	dozen	1943
1155	agreed	1940
1156	broad	1940
1157	condition	1937
1158	grass	1937
1159	windows	1936
1160	drove	1932
1161	confidence	1932
1162	lower	1932
1163	appear	1931
1164	seated	1928
1165	attempt	1927
1166	fit	1924
1167	car	1923
1168	moving	1921
1169	noble	1920
1170	directly	1920
1171	tongue	1916
1172	david	1914
1173	opening	1914
1174	meeting	1912
1175	putting	1912
1176	language	1909
1177	ha	1909
1178	pause	1908
1179	interested	1908
1180	reading	1905
1181	allowed	1903
1182	ceased	1900
1183	smoke	1899
1184	disappeared	1899
1185	charge	1897
1186	huge	1895
1187	nodded	1894
1188	month	1893
1189	faith	1892
1190	satisfied	1891
1191	crossed	1890
1192	especially	1884
1193	opportunity	1883
1194	breast	1881
1195	search	1880
1196	spite	1879
1197	indian	1878
1198	bell	1877
1199	maybe	1877
1200	difference	1877
1201	tea	1876
1202	offer	1874
1203	wondered	1874
1204	wise	1872
1205	obliged	1872
1206	earl	1870
1207	ordered	1867
1208	busy	1864
1209	woods	1861
1210	buy	1858
1211	ii	1852
1212	harry	1847
1213	mountain	1846
1214	farther	1845
1215	engaged	1844
1216	altogether	1843
1217	wine	1837
1218	keeping	1835
1219	arthur	1830
1220	passion	1830
1221	iron	1828
1222	meaning	1825
1223	papers	1824
1224	slow	1823
1225	t	1822
1226	grace	1817
1227	narrow	1815
1228	explain	1814
1229	allow	1812
1230	interrupted	1808
1231	gentle	1807
1232	interesting	1806
1233	bless	1803
1234	spirits	1803
1235	enter	1801
1236	william	1800
1237	hate	1795
1238	space	1795
1239	harm	1795
1240	hurried	1792
1241	fond	1791
1242	picked	1791
1243	moments	1791
1244	somewhere	1787
1245	occurred	1786
1246	nay	1785
1247	growing	1784
1248	working	1784
1249	pair	1781
1250	spread	1778
1251	martin	1776
1252	approached	1775
1253	throat	1773
1254	consider	1772
1255	kissed	1770
1256	square	1770
1257	quarter	1767
1258	result	1766
1259	mistake	1766
1260	welcome	1762
1261	servants	1759
1262	proper	1758
1263	grow	1755
1264	cousin	1754
1265	slight	1754
1266	york	1753
1267	action	1751
1268	stairs	1751
1269	surface	1750
1270	bread	1750
1271	jean	1749
1272	ancient	1747
1273	cruel	1744
1274	ned	1742
1275	holmes	1740
1276	drop	1738
1277	drawing	1737
1278	according	1735
1279	stream	1732
1280	chamber	1730
1281	beast	1729
1282	station	1724
1283	rushed	1720
1284	weak	1717
1285	greatly	1716
1286	clean	1715
1287	excitement	1711
1288	loss	1710
1289	queer	1709
1290	forgot	1707
1291	proceeded	1706
1292	influence	1704
1293	delight	1704
1294	pardon	1702
1295	draw	1702
1296	rise	1701
1297	couple	1701
1298	greatest	1698
1299	countenance	1695
1300	gathered	1694
1301	pickwick	1693
1302	robin	1690
1303	christian	1690
1304	matters	1690
1305	thrown	1688
1306	shop	1686
1307	fellows	1684
1308	finding	1682
1309	mistress	1681
1310	plenty	1679
1311	wear	1678
1312	officer	1674
1313	grand	1674
1314	mountains	1674
1315	justice	1674
1316	guard	1673
1317	hearing	1671
1318	command	1669
1319	forced	1669
1320	throw	1668
1321	advanced	1667
1322	saved	1666
1323	curiosity	1665
1324	lake	1665
1325	sides	1663
1326	birds	1661
1327	affair	1660
1328	hungry	1659
1329	beg	1659
1330	bow	1658
1331	slept	1658
1332	names	1656
1333	fault	1656
1334	bore	1655
1335	taste	1652
1336	rooms	1652
1337	resumed	1651
1338	nine	1650
1339	orders	1647
1340	worst	1645
1341	weather	1645
1342	pounds	1644
1343	somehow	1643
1344	study	1642
1345	calm	1640
1346	sunday	1639
1347	shaking	1639
1348	rate	1638
1349	hills	1638
1350	excuse	1634
1351	government	1632
1352	lines	1632
1353	fat	1632
1354	shame	1631
1355	ma'am	1629
1356	possibly	1628
1357	rapidly	1628
1358	dull	1627
1359	1	1627
1360	relief	1627
1361	kindly	1627
1362	formed	1626
1363	la	1625
1364	playing	1623
1365	grown	1623
1366	aware	1618
1367	dangerous	1617
1368	diamond	1615
1369	hurry	1614
1370	forgive	1611
1371	soldiers	1611
1372	dogs	1610
1373	sought	1609
1374	takes	1608
1375	sooner	1608
1376	comfortable	1607
1377	distant	1607
1378	doors	1604
1379	stick	1603
1380	failed	1601
1381	swift	1601
1382	movement	1601
1383	writing	1599
1384	royal	1596
1385	voices	1596
1386	daylight	1595
1387	hath	1594
1388	various	1592
1389	excellent	1592
1390	lion	1592
1391	robert	1589
1392	apparently	1588
1393	mentioned	1585
1394	song	1584
1395	frank	1583
1396	pieces	1583
1397	horror	1583
1398	hit	1582
1399	roof	1581
1400	begun	1577
1401	built	1575
1402	persons	1575
1403	fashion	1573
1404	prove	1572
1405	building	1571
1406	animal	1570
1407	trembling	1570
1408	thirty	1569
1409	staring	1569
1410	cat	1567
1411	helped	1564
1412	complete	1563
1413	speed	1563
1414	suit	1563
1415	anger	1563
1416	advice	1561
1417	refused	1559
1418	sand	1554
1419	splendid	1549
1420	extraordinary	1549
1421	joe	1548
1422	miserable	1541
1423	slipped	1541
1424	usually	1541
1425	brain	1540
1426	hers	1540
1427	fairly	1539
1428	hoped	1538
1429	muttered	1536
1430	lies	1535
1431	satisfaction	1535
1432	arose	1534
1433	excited	1532
1434	fly	1532
1435	crying	1530
1436	blind	1529
1437	smith	1529
1438	leading	1528
1439	luck	1528
1440	naturally	1524
1441	higher	1522
1442	ashamed	1522
1443	pushed	1519
1444	proved	1519
1445	remarkable	1518
1446	march	1518
1447	personal	1516
1448	wicked	1515
1449	bought	1515
1450	tis	1514
1451	kiss	1513
1452	maid	1513
1453	caused	1512
1454	health	1509
1455	equal	1509
1456	share	1507
1457	cabin	1507
1458	hesitated	1507
1459	key	1506
1460	soldier	1504
1461	knife	1504
1462	yards	1502
1463	angel	1502
1464	despair	1501
1465	holy	1499
1466	sing	1497
1467	otherwise	1497
1468	leaned	1497
1469	served	1497
1470	thinks	1495
1471	familiar	1495
1472	flung	1494
1473	fish	1492
1474	calling	1492
1475	job	1491
1476	deck	1490
1477	hastily	1489
1478	finger	1489
1479	loose	1488
1480	anyone	1488
1481	pressed	1488
1482	rough	1487
1483	police	1487
1484	priest	1486
1485	listening	1486
1486	dance	1479
1487	stretched	1479
1488	bowed	1479
1489	affairs	1478
1490	sigh	1478
1491	ended	1478
1492	possession	1477
1493	mile	1475
1494	needed	1474
1495	ball	1473
1496	laughter	1472
1497	sorrow	1472
1498	adam	1471
1499	acquaintance	1470
1500	shining	1470
1501	seek	1469
1502	advantage	1469
1503	trail	1468
1504	worthy	1467
1505	buried	1467
1506	flat	1467
1507	strike	1466
1508	weight	1465
1509	store	1464
1510	clever	1463
1511	eh	1463
1512	truly	1463
1513	savage	1461
1514	forehead	1459
1515	receive	1458
1516	fifteen	1457
1517	particularly	1457
1518	hole	1455
1519	existence	1455
1520	produced	1454
1521	magic	1454
1522	sighed	1454
1523	entrance	1453
1524	ann	1450
1525	powerful	1450
1526	honor	1450
1527	gazed	1448
1528	generally	1447
1529	sank	1445
1530	flew	1442
1531	eagerly	1442
1532	hidden	1436
1533	saith	1436
1534	flight	1436
1535	unhappy	1436
1536	rolled	1434
1537	asking	1433
1538	burning	1431
1539	escaped	1428
1540	class	1428
1541	succeeded	1425
1542	foolish	1423
1543	brothers	1423
1544	property	1421
1545	grey	1421
1546	cheeks	1420
1547	admitted	1418
1548	mention	1417
1549	occupied	1417
1550	sounds	1417
1551	richard	1414
1552	willing	1413
1553	prisoner	1412
1554	habit	1411
1555	friendly	1411
1556	sell	1410
1557	james	1409
1558	france	1408
1559	regard	1408
1560	peculiar	1407
1561	lighted	1405
1562	yard	1405
1563	companions	1404
1564	resolved	1403
1565	forty	1403
1566	price	1403
1567	falling	1403
1568	won	1401
1569	grief	1401
1570	aloud	1398
1571	temper	1397
1572	conscious	1396
1573	ordinary	1396
1574	fighting	1394
1575	conduct	1391
1576	bare	1390
1577	rage	1389
1578	thrust	1387
1579	odd	1387
1580	considerable	1386
1581	careful	1385
1582	clearly	1384
1583	merry	1382
1584	joined	1379
1585	named	1377
1586	presented	1375
1587	delighted	1374
1588	intended	1374
1589	possessed	1373
1590	suffered	1373
1591	imagination	1372
1592	gun	1370
1593	dust	1370
1594	rome	1369
1595	carrie	1367
1596	charming	1367
1597	states	1365
1598	madam	1365
1599	events	1364
1600	features	1363
1601	prison	1360
1602	wet	1359
1603	newman	1358
1604	fred	1357
1605	storm	1357
1606	cook	1356
1607	cool	1355
1608	skin	1351
1609	mystery	1350
